htsno,hs8,hs6,hs2,description,general,special,CN_subheading,CN_wave,CN_tariff
9902.09.54,99020954,990209,99,"Product mixtures containing N-[2-[3-chloro-5-(trifluoromethyl)pyridin-2-yl]ethyl]-2-(trifluoromethyl) benzamide (Fluopyram) (CAS No. 658066-35-4) and 4,6-dimethyl-N-phenyl-2-pyrimidinamine (Pyrimethanil) (CAS No. 53112-28-0) (provided for in subheading 3808.92.15)",Free,No change,,,0.0
9902.09.55,99020955,990209,99,"Product mixtures containing N-[2-[3-chloro-5-(trifluoromethyl)pyridin-2-yl]ethyl]-2-(trifluoromethyl) benzamide (Fluopyram) (CAS No. 658066-35-4) and methyl (E)-methoxyimino-{(E)-2-[1-(α,α,α-trifluoro-m-tolyl) ethylideneaminooxy]-o-tolyl} acetate (Trifloxystrobin) (CAS No. 141517-21-7) (provided for in subheading 3808.92.15)",Free,No change,,,0.0
9902.09.56,99020956,990209,99,"Product mixtures containing methyl (E)-methoxyimino-{(E)-2-[1-(α,α,α-trifluoro-m-tolyl) ethylideneaminooxy]-o-tolyl}acetate (Trifloxystrobin) (CAS No. 141517-21-7) and cis-trans-1-[2-(2,4-dichlorophenyl)-4-propyl-1,3-dioxolan-2-ylmethyl] -1H-1,2,4-triazole (Propiconazole) (CAS No. 60207-90-1) (provided for in subheading 3808.92.15)",Free,No change,,,0.0
9902.09.57,99020957,990209,99,Product mixtures containing methyl (2E)-(methoxyimino)[2-({[(E)-{1-[3-trifluoromethyl) phenyl]ethylidene}amino]oxy}methyl)phenyl]acetate (Trifloxystrobin) (CAS No. 141517-21-7) (provided for in subheading 3808.92.15),Free,No change,,,0.0
9902.09.58,99020958,990209,99,"Product mixtures containing N-[2-[3-chloro-5-(trifluoromethyl)pyridin-2-yl]ethyl]-2-(trifluoromethyl) benzamide (Fluopyram) (CAS No. 658066-35-4) and (RS)-2-[2-(1-chlorocyclopropyl)-3-(2-chlorophenyl)-2-hydroxypropyl] -2,4-dihydro-1,2,4-triazole-3-thione (Prothioconazole) (CAS No. 178928-70-6) (provided for in subheading 3808.92.15)",Free,No change,,,0.0
9902.09.59,99020959,990209,99,"Product mixtures containing 2-[2-(1-chlorocyclopropyl)-3-(2-chlorophenyl)-2-hydroxypropyl] -1,2-dihydro-3H-1,2,4-triazole-3-thione (Prothioconazole) (CAS No. 178928-70-6) (provided for in subheading 3808.92.15)",Free,No change,,,0.0
9902.09.60,99020960,990209,99,"Mixtures containing N-(2,3-dichloro-4-hydroxyphenyl)-1-methylcyclohexanecarboxamide (Fenhexamid) (CAS No. 126833-17-8) and application adjuvants (provided for in subheading 3808.92.15)

",Free,No change,,,0.0
9902.09.61,99020961,990209,99,Mixtures of N-[2-[3-chloro-5-(trifluoromethyl) pyridin-2-yl]ethyl]-2-(trifluoromethyl) benzamide (Fluopyram) (CAS No. 658066-35-4) (provided for in subheading 3808.92.15),Free,No change,,,0.0
9902.09.62,99020962,990209,99,"Mixtures of N-[2-[3-chloro-5-(trifluoromethyl) pyridin-2-yl]ethyl]-2-(trifluoromethyl) benzamide (Fluopyram) (CAS No. 658066-35-4) and N-[1-[(6-chloropyridin-3-yl)methyl]-4,5-dihydroimidazol-2-yl] nitramide (Imidacloprid) (CAS No. 138261-41-3) (provided for in subheading 3808.92.15)",Free,No change,,,0.0
9902.09.63,99020963,990209,99,"Mixtures of (1-[2-(allyloxy)-2-(2,4-dichlorophenyl)ethyl]-1H-imidazole) (Imazalil) (CAS No. 35554-44-0) and application adjuvants (provided for in subheading 3808.92.15)",Free,No change,,,0.0
9902.09.64,99020964,990209,99,"Mixtures of 1-[2-(2,4-dichlorophenyl)-2-(prop-2-en-1-yloxy)ethyl]-1H-imidazole sulfate (Imazalil sulfate) (CAS No. 58594-72-2) and application adjuvants (provided for in subheading 3808.92.15)",Free,No change,,,0.0
9902.09.65,99020965,990209,99,"Mixtures of 4,6-dimethyl-N-phenyl-2-pyrimidinamine (Pyrimethanil) (CAS No. 53112-28-0) and application adjuvants (provided for in subheading 3808.92.15)",Free,No change,,,0.0
9902.09.66,99020966,990209,99,"Mixtures of 5,7-dichloro-4-(4-fluorophenoxy)quinoline (Quinoxyfen) (CAS No. 124495-18-7) and application adjuvants (provided for in subheading 3808.92.15)",1.6%,No change,,,0.0
9902.09.67,99020967,990209,99,"Mixtures of 3-anilino-5-methyl-5-(4-phenoxyphenyl)-1,3-oxazolidine-2,4-dione (Famoxadone) (CAS No. 131807-57-3), 2-cyano-N-(ethylcarbamoyl)-2-(methoxyimino)acetamide (Cymoxanil) (CAS No. 57966-95-7) and application adjuvants (provided for in subheading 3808.92.15)",Free,No change,,,0.0
9902.09.68,99020968,990209,99,"Mixtures containing methyl (2E)-(methoxyimino)[2-({[(E)-{1-[3-(trifluoromethyl) phenyl]ethylidene}amino]oxy}methyl)phenyl] acetate (Trifloxystrobin) (CAS No. 141517-21-7) and 2-(4-chlorophenyl)-3-cyclopropyl-1-(1H-1,2,4-triazol-1-yl)-2-butanol (Cyproconazole) (CAS No. 94361-06-5) and application adjuvants (provided for in subheading 3808.92.15).",Free,No change,,,0.0
9902.09.69,99020969,990209,99,"Mixtures containing N-[2-[3-Chloro-5-(trifluoromethyl)pyridin-2-yl] ethyl]-2-(trifluoromethyl) benzamide (Fluopyram) (CAS No. 658066-35-4) and (E)-1-(2-Chloro-1,3-thiazol-5-ylmethyl)-3-methyl-2-nitroguanidine (Clothianidin) (CAS No. 210880-92-5) (provided for in subheading 3808.92.15)",Free,No change,,,0.0
9902.09.70,99020970,990209,99,"Mixtures containing 3-(3,5-dichlorophenyl)-N-isopropyl-2,4-dioxo-1-imidazolidinecarboxamide (Iprodione) (CAS No. 36734-19-7) and methyl (2E)-(methoxyimino) [2-({[(E)-{1-[3-(trifluoromethyl) phenyl]ethylidene}amino]oxy}methyl)phenyl] acetate (Trifloxystrobin) (CAS No. 141517-21-7) (provided for in subheading 3808.92.15)",Free,No change,,,0.0
9902.09.71,99020971,990209,99,"Mixtures of 1-[2-(2,4-dichlorophenyl)-3-(1,1,2,2-tetrafluoroethoxy)-propyl] -1H-1,2,4-triazole (Tetraconazole) (CAS No. 112281-77-3); methyl (2E)-2-(2-{[6-(2-cyanophenoxy)-4-pyrimidinyl]oxy} phenyl)-3-methoxyacrylate (Azoxystrobin) (CAS No. 131860-33-8); and application adjuvants (provided for in subheading 3808.92.15) ",Free,No change,,,0.0
9902.09.72,99020972,990209,99,"Mixtures of 1-[2-(2,4-dichlorophenyl)-3-(1,1,2,2-tetrafluoroethoxy)-propyl] -1H-1,2,4-triazole (Tetraconazole) (CAS No. 112281-77-3); 2,4,5,6-tetrachloroisophthalonitrile (Chlorothalonil) (CAS No. 1897-45-6); and application adjuvants (provided for in subheading 3808.92.15)",Free,No change,,,0.0
9902.09.73,99020973,990209,99,Mixtures of zinc bis(dimethyldithiocarbamate) (Ziram) and application adjuvants (CAS No. 137-30-4) (provided for in subheading 3808.92.28),Free,No change,,,0.0
9902.09.74,99020974,990209,99,"Mixtures of [disulfanediylbis(carbonothioylnitrilo)]tetramethane (Thiram) (CAS No. 137-26-8) and application adjuvants (provided for in subheading 3808.92.28)
",Free,No change,,,0.0
9902.09.75,99020975,990209,99,"Mixtures of at least 95 percent by weight allyl isothiocyanate (3-isothiocyanato-1-propene) (CAS No. 57-06-7), and application adjuvants (provided for in subheading 3808.92.28)",Free,No change,,,0.0
9902.09.76,99020976,990209,99,Mixtures of copper oxychloride (CAS No. 1332-40-7) and copper hydroxide (CAS No. 20427-59-2) (provided for in subheading 3808.92.30),Free,No change,,,0.0
9902.09.77,99020977,990209,99,Mixtures of copper dihydroxide (cupric hydroxide) (CAS No. 20427-59-2) and application adjuvants (provided for in subheading 3808.92.30),Free,No change,,,0.0
9902.09.78,99020978,990209,99,"Mixtures containing (1S,2R,3S,4R,5S,6S)-2,3,4,5,6-Pentahydroxycyclohexyl 2-amino-4-{[carboxy(imino) methyl]amino}-2,3,4,6-tetradeoxy-α-D-arabino-hexopyranoside (CAS No. 19408-46-9) (Kasugamycin) and application adjuvants (provided for in subheading 3808.92.50)  ",Free,No change,,,0.0
9902.09.79,99020979,990209,99,"Formulations of zinc 1-{(2R, 3R, 4S, 5R)-5-[(S)-{[(2S, 3S, 4S)-2-amino-5-(carbamoyloxy) -3,4-dihydroxypentanoyl] amino}(carboxylato)methyl] -3,4-dihydroxytetrahydro-2-furanyl}-2,4-dioxo-1,2,3,4-tetrahydro -5-pyrimidinecarboxylate (Polyoxin D Zinc Salt) (CAS No. 146659-78-1) (provided for in subheading 3808.92.50) ",Free,No change,,,0.0
9902.09.80,99020980,990209,99,"Mixtures of N,N-dimethyl-3-[(propoxycarbonyl)amino]-1-propanaminium chloride (Propamocarb hydrochloride) (CAS No. 25606-41-1) and application adjuvants (provided for in subheading 3808.92.50)

",Free,No change,,,0.0
9902.09.81,99020981,990209,99,Mixtures containing β-conglutin and application adjuvants used as a fungicide (provided for in subheading 3808.92.50),Free,No change,,,0.0
9902.09.82,99020982,990209,99,Mixtures of 1-dodecylguanidine acetate (1:1) (Dodine) (CAS No. 2439-10-3) and application adjuvants (provided for in subheading 3808.92.50),Free,No change,,,0.0
9902.09.83,99020983,990209,99,"Formulated fungicide kit consisting of individual packs of tetra-n-butylammonium fluoride (CAS No. 87749-50-6), dimethylsulfoxide (CAS No. 67-68-5), 2-(butyldimethylsilyl)-1-methylcyclopropanol-1-methanesulfonate (CAS No. 1446996-86-6), and sodium hydroxide solution (CAS No. 1310-73-2) (provided for in subheading 3808.92.50)
",Free,No change,,,0.0
9902.09.84,99020984,990209,99,"Mixtures containing 5-methyl-1,2-oxazol-3(2H)-one (Hymexazol) (CAS No. 10004-44-1) (provided for in subheading 3808.92.50)",Free,No change,,,0.0
9902.09.85,99020985,990209,99,"Product mixtures containing sodium {[2-(methoxycarbonyl) phenyl]sulfonyl} [(4,5-dihydro-4-methyl-5-oxo-3-propoxy-1H-1,2,4-triazol-1-yl) carbonyl] azanide (Propoxycarbazone sodium) (CAS No. 181274-15-7) (provided for in subheading 3808.93.15)",3.8%,No change,,,0.0
9902.09.86,99020986,990209,99,"Product mixtures containing (5-hydroxy-1,3-dimethyl-1H-pyrazol-4-yl)[2-(methylsulfonyl)-4-(trifluoromethyl) phenyl] methanone (Pyrasulfotole) (CAS No. 365400-11-9); 2,4-dibromo-6-cyanophenyl octanoate (Bromoxynil Octanoate) (CAS No. 1689-99-2); 2,6-dibromo-4-cyanophenyl heptanoate (Bromoxynil Heptanoate) (CAS No. 56634-95-8); and diethyl 1-(2,4-dichlorophenyl)-5-methyl-4,5-dihydro-1H-pyrazole-3,5-dicarboxylate (Mefenpyr-diethyl) (CAS No. 135590-91-9) (provided for in subheading 3808.93.15)",3.7%,No change,,,0.0
9902.09.87,99020987,990209,99,"Mixtures of benzamide, 2-[[[[(4,6-dimethoxy-2-pyrimidinyl)-amino]carbonyl]amino]sulfonyl]-4-(formylamino) -N,N- methyl- (Foramsulfuron) (CAS No. 173159-57-4) and application adjuvants (provided for in subheading 3808.93.15)",Free,No change,,,0.0
9902.09.88,99020988,990209,99,"Product mixtures containing methyl 2-[({[(4,6-dimethoxy-2-pyrimidinyl)amino] carbonyl}amino) sulfonyl]-4-[(mesylamino) methyl] benzoate (Mesosulfuron-methyl) (CAS No. 208465-21-8) (provided for in subheading 3808.93.15)         ",Free,No change,,,0.0
9902.09.89,99020989,990209,99,"Product mixtures containing (5-cyclopropyl-1,2-oxazol-4-yl)[2-(methylsulfonyl)-4-(trifluoromethyl) phenyl] methanone (Isoxaflutole) (CAS No. 141112-29-0) (provided for in subheading 3808.93.15)",Free,No change,,,0.0
9902.09.90,99020990,990209,99,"Product mixtures containing N-[(1R,2S)-2,6-dimethyl-2,3-dihydro-1H-inden-1-yl]-6-[(1R)-1-fluoroethyl] -1,3,5-triazine-2,4-diamine (Indaziflam) (CAS No. 950782-86-2) and N-[(4,6-dimethoxy-2-pyrimidinyl) carbamoyl] -3-(ethylsulfonyl)-2-pyridinesulfonamide (Rimsulfuron) (CAS No. 122931-48-0) (provided for in subheading 3808.93.15)",Free,No change,,,0.0
9902.09.91,99020991,990209,99,Mixtures of ethyl 2-chloro-5-(4-chloro-5-difluoromethoxy-1-methyl-1H-pyrazol-3-yl) -4-fluorophenoxyacetate (Pyraflufen-ethyl) (CAS No. 129630-19-9) and application adjuvants (provided for in subheading 3808.93.15),Free,No change,,,0.0
9902.09.92,99020992,990209,99,"Mixtures of (2RS, 3RS)-1-(4-chlorophenyl)-4,4-dimethyl-2-(1H-1,2,4-triazol-1-yl) pentan-3-ol (Paclobutrazol) (CAS No. 76738-62-0) and application adjuvants (provided for in subheading 3808.93.15)",Free,No change,,,0.0
9902.09.93,99020993,990209,99,"Mixtures of N-[(4-methoxy-6-methyl-1,3,5-triazin-2-yl)carbamoyl]-2-(3,3,3-trifluoropropyl) benzenesulfonamide (Prosulfuron) (CAS No. 94125-34-5) and application adjuvants (provided for in subheading 3808.93.15)",Free,No change,,,0.0
9902.09.94,99020994,990209,99,"Mixtures of 1,1′-dimethyl-4,4′-bipyridinium dichloride (Paraquat Dichloride Technical) (CAS No. 1910-42-5) and 2-amino-4,5-dihydro-6-methyl-4-propyl-s-triazole-[1,5-a]pyrimidin-5-one (Emetic PP796) (CAS No. 27277-00-5) (provided for in subheading 3808.93.15)",4.6%,No change,,,0.0
9902.09.95,99020995,990209,99,Mixtures containing 5-(2-chloro-4-(trifluoromethyl)phenoxy)-2-nitrobenzoic acid (Acifluorfen MUP) (CAS No. 62476-59-9) (provided for in subheading 3808.93.15),4.2%,No change,,,0.0
9902.09.96,99020996,990209,99,"Mixtures of methylsulfanilycarbamate, sodium salt (Asulam sodium salt) (CAS No. 2302-17-2) and application adjuvants (provided for in subheading 3808.93.15)",2.0%,No change,,,0.0
9902.09.97,99020997,990209,99,"(RS)-N,N-Diethyl-2-(1-naphthyloxy)propionamide formulations (Napropamide) (CAS No. 15299-99-7) (provided for in subheading 3808.93.15)",Free,No change,,,0.0
9902.09.98,99020998,990209,99,"Product mixtures containing methyl 2-{[(4,6-dimethyl-2-pyrimidinyl)carbamoyl]sulfamoyl}benzoate (Sulfometuron-methyl) (CAS No. 74222-97-2) (provided for in subheading 3808.93.15)",Free,No change,,,0.0
9902.09.99,99020999,990209,99,"Formulations of 3-isopropyl-1H-2,1,3-benzothiadiazin-4(3H)-one, 2,2-dioxide (Bentazone) (CAS No. 25057-89-0) (provided for in subheading 3808.93.15)",Free,No change,,,0.0
9902.10.01,99021001,990210,99,Mixtures containing 5-cyclopropyl-4-(2-mesyl-4-trifluoromethylbenzoyl) isoxazole (Isoxaflutole) (CAS No. 141112-29-0) and N-({4-[(cyclopropylamino) carbonyl]phenyl} sulfonyl)-2-methoxybenzamide (Cyprosulfamide) (CAS No. 221667-31-8) (provided for in subheading 3808.93.15),2.5%,No change,,,0.0
9902.10.02,99021002,990210,99,"Product mixtures containing ethyl 5,5-diphenyl-4H-1,2-oxazole-3-carboxylate (Isoxadifen-ethyl) (CAS No. 163520-33-0) and 2-{2-chloro-4-(methylsulfonyl)-3-[(2,2,2-trifluoroethoxy)methyl]benzoyl} -1,3-cyclohexanedione (Tembotrione) (CAS No. 335104-84-2) (provided for in subheading 3808.93.15)",1.3%,No change,,,0.0
9902.10.03,99021003,990210,99,"Mixtures of N-[[(4,6-dimethoxy-2-pyrimidinyl) amino] carbonyl]-3-(ethylsulfonyl)-2-pyridinesulfonamide (Rimsulfuron) (CAS No. 122931-48-0) and application adjuvants (provided for in subheading 3808.93.15)",Free,No change,,,0.0
9902.10.04,99021004,990210,99,"Product mixtures containing methyl 4-{[(3-methoxy-4-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl)carbonyl] sulfamoyl}-5-methyl-3-thiophenecarboxylate (Thiencarbazone-methyl) (CAS No. 317815-83-1), methyl 2-{[(4,6-dimethoxy-2-pyrimidinyl) carbamoyl] sulfamoyl}-4-{[(methylsulfonyl)amino]methyl} benzoate (Mesosulfuron-methyl) (CAS No. 208465-21-8) and diethyl 1-(2,4-dichlorophenyl)-5-methyl-4,5-dihydro-1H-pyrazole -3,5-dicarboxylate (Mefenpyr-diethyl) (CAS No. 135590-91-9) (provided for in subheading 3808.93.15)",Free,No change,,,0.0
9902.10.05,99021005,990210,99,"Mixtures of 1-(2-methylcyclohexyl)-3-phenylurea (Siduron) (CAS No. 1982-49-6) and inert ingredients (provided for in subheading 3808.93.15)


",Free,No change,,,0.0
9902.10.06,99021006,990210,99,"Mixtures of N-{2,4-dichloro-5-[4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H -1,2,4-triazol-1-yl] phenyl} methanesulfonamide (Sulfentrazone) (CAS No. 122836-35-5) and application adjuvants (provided for in subheading 3808.93.15)",5.6%,No change,,,0.0
9902.10.07,99021007,990210,99,"Mixtures of sodium-2-chloro-6-[(4,6-dimethoxypyrimidin-2-yl)thio]benzoate (Pyrithiobac-sodium) (CAS No. 123343-16-8) and application adjuvants (provided for in subheading 3808.93.15)",1.0%,No change,,,0.0
9902.10.08,99021008,990210,99,"Mixtures of methyl 2-[[[4-(dimethylamino)-6-(2,2,2-trifluoroethoxy)-1,3,5-triazin-2-yl] carbamoyl] sulfamoyl]-3-methylbenzoate (CAS No. 126535-15-7) and application adjuvants (provided for in subheading 3808.93.15)",Free,No change,,,0.0
9902.10.09,99021009,990210,99,"Mixtures containing N-[(1R,2S)-2,6-dimethyl-2,3-dihydro-1H-inden-1-yl]-6-[(1R)-1-fluoroethyl] -1,3,5-triazine-2,4-diamine (Indazaflam) and application adjuvants (CAS No. 950782-86-2) (provided for in subheading 3808.93.15)",5.6%,No change,,,0.0
9902.10.10,99021010,990210,99,"Mixtures containing (5-hydroxy-1,3-dimethyl-1H-pyrazol-4-yl)[2-(methylsulfonyl)-4- (trifluoromethyl) phenyl] methanone (Pyrasulfotole) (CAS No. 365400-11-9); 2,4-dibromo-6-cyanophenyl octanoate (Bromoxynil Octanoate) (CAS No. 1689-99-2); methyl 4-{[(3-methoxy-4-methyl-5-oxo-4,5-dihydro -1H-1,2,4-triazol-1-yl) carbonyl] sulfamoyl}-5-methyl-3-thiophenecarboxylate (Thiencarbazone-Methyl) (CAS No. 317815-83-1); and diethyl 1-(2,4-dichlorophenyl)-5-methyl-4,5-dihydro-1H-pyrazole -3,5-dicarboxylate (Mefenpyr-diethyl) (CAS No. 135590-91-9) (provided for in subheading 3808.93.15)",3.6%,No change,,,0.0
9902.10.11,99021011,990210,99,"Mixtures containing methyl 4-{[(3-methoxy-4-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl) carbonyl] sulfamoyl}-5-methyl-3-thiophenecarboxylate (Thiencarbazone-methyl) (CAS No. 317815-83-1); 2-{[(4,6-Dimethoxy-2-pyrimidinyl) carbamoyl] sulfamoyl}-4-formamido-N,N-dimethylbenzamide (Foramsulfuron) (CAS No. 173159-57-4); and methyl 3-chloro-5-{[(4,6-dimethoxy-2-pyrimidinyl) carbamoyl] sulfamoyl}-1-methyl -1H-pyrazole-4-carboxylate (Halosulfuron-methyl) (CAS No. 100784-20-1) and application adjuvants (provided for in subheading 3808.93.15).",Free,No change,,,0.0
9902.10.12,99021012,990210,99,"Mixtures of 1-(4,6-dimethoxypyrimidin-2-yl)-3-[2-dimethylcarbamoyl) phenylsulfamoyl] urea (Orthosulfamuron) (CAS No. 213464-77-8) and application adjuvants (provided for in subheading 3808.93.20)",Free,No change,,,0.0
9902.10.13,99021013,990210,99,"(RS)-5-Amino-1-[2,6-dichloro-4-(trifluoromethyl) phenyl]-4-(trifluoromethysulfinyl)-1H-pyrazole-3-carbonitrile (Fipronil) (CAS No. 120068-37-3) (provided for in subheading 3808.93.50)",Free,No change,,,0.0
9902.10.14,99021014,990210,99,(2-Chloroethyl)trimethylammonium chloride (CAS No. 999-81-5) (provided for in subheading 3808.93.50),Free,No change,,,0.0
9902.10.15,99021015,990210,99,"Mixtures of S-(2,3,3-trichloro-2-propen-1-yl) diisopropylcarbamothioate (Triallate) (CAS No. 2303-17-5) (provided for in subheading 3808.93.50) 

",Free,No change,,,0.0
9902.10.16,99021016,990210,99,"Mixtures of S-(2,3,3-trichloro-2-propen-1-yl) diisopropylcarbamothioate (Triallate) (CAS No. 2303-17-5) and 2,6-dinitro-N,N-dipropyl-4-(trifluoromethyl)aniline (Trifluralin) (CAS No. 1582-09-8) (provided for in subheading 3808.93.50)",Free,No change,,,0.0
9902.10.17,99021017,990210,99,"Formulations of 1-(4,6-dimethoxypyrimidin-2-yl)-3-[3-(trifluoromethyl)pyridin-2-yl] sulfonylurea (Flazasulfuron) (CAS No. 104040-78-0) (provided for in subheading 3808.93.50)",Free,No change,,,0.0
9902.10.18,99021018,990210,99,Mixtures of ammonium ethyl carbamoylphosphonate (Fosamine-ammonium) (CAS No. 25954-13-6) and application adjuvants (provided for in subheading 3808.93.50),Free,No change,,,0.0
9902.10.19,99021019,990210,99,"Mixtures containing 2-[4-(2-methyl-2-propanyl)phenoxy]cyclohexyl 2-propyn-1-yl sulfite (CAS No. 2312-35-8) (Propargite) and application adjuvants (as provided for in subheading 3808.99.95)


 ",Free,No change,,,0.0
9902.10.20,99021020,990210,99,"Preparations containing 5-amino-1,3-dihydro-2H-benzimidazol-2-one (CAS No. 95-23-8) (provided for in subheading 3809.91.00)
",Free,No change,,,0.0
9902.10.21,99021021,990210,99,Preparations containing 12-hydroxy-9-octadecenoic acid (Ricinoleic acid) of a kind used as a diluent in lubricants (CAS No. 141-22-0) (provided for in subheading 3811.21.00),4.8%,No change,,,0.0
9902.10.22,99021022,990210,99,"Mixtures of hydrotreated neutral petroleum oils C20 - C50, of a kind used as viscosity improvers (CAS No. 72623-87-1) (provided for in subheading 3811.21.00).
",Free,No change,,,0.0
9902.10.23,99021023,990210,99,Isobutyl 3-(diisobutoxy-thiophosphorylsulfanyl)-2-methyl-propanoate) (CAS No. 268567-32-4) (provided for in subheading 3811.29.00),Free,No change,,,0.0
9902.10.24,99021024,990210,99,Mixtures containing poly(ethylene-co-ethenyl acetate) of a kind used as fuel additives (CAS No. 24937-78-8) (provided for in subheading 3811.90.00),0.7%,No change,,,0.0
9902.10.25,99021025,990210,99,"Mixtures of tall oil mono-, di-, and triglycerides of a kind used as lubricity improvers (CAS No. 97722-02-6) (provided for in subheading 3811.90.00)",2.8%,No change,,,0.0
9902.10.26,99021026,990210,99,"Mixtures of caprolactam disulfide (CAS No. 23847-08-7) with an elastomer binder of ethylene-propylene-diene monomer and ethyl vinyl acetate, and dispersing agents (provided for in subheading 3812.10.50)",Free,No change,,,0.0
9902.10.27,99021027,990210,99,"Mixtures of 3-(3,4-dichlorophenyl)-1,1-dimethylurea (CAS No. 330-54-1) with acrylate rubber (provided for in subheading 3812.10.50)",Free,No change,,,0.0
9902.10.28,99021028,990210,99,"Mixtures of zinc dicyanato diamine ((T-4)-diamminebis(cyanato-κN)-zinc) (CAS No. 122012-52-6) with an elastomer binder of ethylene-propylene-diene monomer and ethyl vinyl acetate, and dispersing agents (provided for in subheading 3812.10.50)",Free,No change,,,0.0
9902.10.29,99021029,990210,99,"Plasticizers containing diphenyl cresyl phosphate (CAS No. 26444-49-5), triphenyl phosphate (CAS No. 115-86-6), tricresyl phosphate (CAS No. 1330-78-5), and phenyl dicresyl phosphate (CAS No. 26446-73-1) (provided for in subheading 3812.20.10)",Free,No change,,,0.0
9902.10.30,99021030,990210,99,Mixture of phenyl esters of C10-C18 alkylsulfonic acids (CAS No. 70775-94-9) (provided for in subheading 3812.20.10),3.2%,No change,,,0.0
9902.10.31,99021031,990210,99,Zinc 4-methyl-1H-benzimidazole-2-thiolate (CAS No. 61617-00-3) (provided for in subheading 3812.39.60),Free,No change,,,0.0
9902.10.32,99021032,990210,99,"2,4-Dimethyl-6-(1-methylpentadecyl)phenol (CAS No. 134701-20-5) (provided for in subheading 3812.39.60)",Free,No change,,,0.0
9902.10.33,99021033,990210,99,"1,3-Propanediamine, N,N” -1,2-ethanediylbis-, polymer with 2,4,6-trichloro-1,3,5-triazine,reaction products with N-butyl-2,2,6,6-tetramethyl-4-piperidinamine (CAS No. 136504-96-6) (provided for in subheading 3812.39.60)",Free,No change,,,0.0
9902.10.34,99021034,990210,99,"Preparations containing tetrakis[2,4-bis(2-methyl-2-propanyl)phenyl] 4,4'-biphenyldiylbis(phosphonite) (CAS No. 119345-01-6) (provided for in subheading 3812.39.60)",Free,No change,,,0.0
9902.10.35,99021035,990210,99,"4-Methylphenol - tricyclo[5.2.2.02,6]undecane (1:1) (CAS No. 68610-51-5) (provided for in subheading 3812.39.60)",Free,No change,,,0.0
9902.10.36,99021036,990210,99,"1,6-Hexanediamine,N1,N6-bis(2,2,6,6-tetramethyl-4-piperidinyl)-, polymer with 2,4,6-trichloro-1,3,5-triazine, reaction products with 3-bromo-1-propene,N-butyl-1-butanamine and N-butyl-2,2,6,6-tetramethyl-4-piperidinamine, oxidized, hydrogenated (CAS No. 247243-62-5) (provided for in subheading 3812.39.90)",Free,No change,,,0.0
9902.10.37,99021037,990210,99,Magnesium aluminum hydroxide carbonate (synthetic hydrotalcite) (CAS No. 11097-59-9) (provided for in subheading 2842.90.90); and magnesium aluminum hydroxide carbonate (synthetic hydrotalcite) (CAS No. 11097-59-9) coated with stearic acid (CAS No. 57-11-4) (provided for in subheading 3812.39.90) ,Free,No change,,,0.0
9902.10.38,99021038,990210,99,Potassium methylate solution (CAS No. 865-33-8) (provided for in subheading 3815.90.50),Free,No change,,,0.0
9902.10.39,99021039,990210,99,"Mixtures of polyethylene glycol (CAS No. 25322-68-3), (acetate) pentammine cobalt dinitrate (CAS No. 14854-63-8), and zinc carbonate (CAS No. 3486-35-9) (provided for in subheading 3815.90.50)",Free,No change,,,0.0
9902.10.40,99021040,990210,99,"Mixture of precipitated silica gel (CAS No. 112926-00-8) and (4-hydroxy-2,2,6,6-tetramethyl-1-piperidinyl)oxidanyl (CAS No. 2226-96-2) of a kind used as polymerization inhibitors (provided for in subheading 3815.90.50)",Free,No change,,,0.0
9902.10.41,99021041,990210,99,Mixtures of (acetato) pentammine cobalt dinitrate (CAS No. 14854-63-8) with a polymeric or paraffinic carrier (provided for in subheading 3815.90.50),Free,No change,,,0.0
9902.10.42,99021042,990210,99,Branched chain C24 mixed alkylbenzenes (CAS No. 68081-77-6) (provided for in subheading 3817.00.15),1.3%,No change,,,0.0
9902.10.43,99021043,990210,99,"α-Hydro-ω-hydroxypoly(oxy-1,2-ethanediyl)borate (CAS No. 71243-41-9) (provided for in subheading 3819.00.00)",Free,No change,,,0.0
9902.10.44,99021044,990210,99,Monocarboxylic fatty acids derived from palm oil (provided for in subheading 3823.19.20),1.4%,No change,,,0.0
9902.10.45,99021045,990210,99,"Conjugated linoleic acids ((9Z,11E)-9,11-octadecadienoic acid and (10E,12Z)-10,12-octadecadienoic acid) (CAS Nos. 2540-56-9 and 2420-56-6) (provided for in subheading 3823.19.40)",Free,No change,,,0.0
9902.10.46,99021046,990210,99,"Lauryl-cetyl alcohol (alcohol, C12-C16) (CAS No. 68855-56-1) (provided for in subheading 3823.70.40)",0.5%,No change,,,0.0
9902.10.47,99021047,990210,99,"Mixtures of barium carbonate (CAS No. 513-77-9), strontium carbonate (CAS No. 1633-05-2), calcium carbonate (CAS No. 471-34-1), and 1-methoxy-2-propanyl acetate (CAS No. 108-65-6), of a kind for use as emitter suspension cathode coating (provided for in subheading 3824.90.92) ",Free,No change,,,0.0
